"applicationdocsid","applicationdocstypeid","applno","submissiontype","submissionno","applicationdocstitle","applicationdocsurl","applicationdocsdate","tecode"
2912,1,20629,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20629se5-008ltr.pdf","2003-10-16 00:00:00",
34988,2,20629,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20629se5-008_denavir_lbl.pdf","2003-10-16 00:00:00",
2913,1,20629,"SUPPL",9,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20629slr009ltr.pdf","2003-04-18 00:00:00",
34989,2,20629,"SUPPL",9,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20629slr009_denavir_lbl.pdf","2003-04-17 00:00:00",
2914,1,20629,"SUPPL",16,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020629Orig1s016ltr.pdf","2013-09-13 00:00:00",
12872,2,20629,"SUPPL",16,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020629s016lbl.pdf","2013-09-17 00:00:00",
12873,2,20630,"SUPPL",5,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20630se5-005_ultiva_lbl.pdf","2004-04-05 00:00:00",
25357,1,20630,"SUPPL",5,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20630se5-005ltr.pdf","2004-03-10 00:00:00",
46255,1,20630,"SUPPL",16,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020630Orig1s016ltr.pdf","2016-12-20 00:00:00",
46376,2,20630,"SUPPL",16,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020630s016lbl.pdf","2016-12-21 00:00:00",
54746,2,20630,"SUPPL",18,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020630s018lbl.pdf","2018-07-04 00:00:00",
46254,1,20631,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020631Orig1s001ltr.pdf","2016-12-20 00:00:00",
46375,2,20631,"SUPPL",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020631s001lbl.pdf","2016-12-21 00:00:00",
41495,3,20632,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20632_meridia.cfm","2003-06-17 00:00:00",
20777,3,20632,"SUPPL",2,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020632_S002_MERIDIA_CAPSULES.pdf","2008-02-19 00:00:00",
41496,3,20632,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020632_S004_MERIDA_CAPSULES.pdf","2008-02-19 00:00:00",
20778,3,20632,"SUPPL",6,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020632_S006_MERIDIA_CAPSULES.pdf","2008-02-19 00:00:00",
2915,1,20632,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20632S008011ltr.pdf","2001-02-16 00:00:00",
34990,2,20632,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20632s8s11LBL.pdf","2001-02-16 00:00:00",
25358,1,20632,"SUPPL",11,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20632S008011ltr.pdf","2001-02-16 00:00:00",
34991,2,20632,"SUPPL",11,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20632s8s11LBL.pdf","2001-02-16 00:00:00",
41497,3,20632,"SUPPL",14,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020632_S014_MERIDIA.pdf","2008-02-19 00:00:00",
20779,3,20632,"SUPPL",15,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020632_S015_MERIDIA.pdf","2008-02-19 00:00:00",
25359,1,20632,"SUPPL",17,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20632slr017ltr.pdf","2003-09-30 00:00:00",
41498,3,20632,"SUPPL",17,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020632_S017_MERIDIA_AP.pdf","2007-07-09 00:00:00",
2916,1,20632,"SUPPL",19,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20632s019,020ltr.pdf","2004-12-02 00:00:00",
12874,2,20632,"SUPPL",19,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20632s019,020lbl.pdf","2004-12-03 00:00:00",
2917,1,20632,"SUPPL",20,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20632s019,020ltr.pdf","2004-12-02 00:00:00",
2918,1,20632,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020632s021ltr.pdf","2005-12-15 00:00:00",
34992,2,20632,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020632s021lbl.pdf","2005-12-15 00:00:00",
44062,10,20632,"SUPPL",21,"0","http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm191652.htm","2007-07-09 00:00:00",
52193,20,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020632s021_sibutramine_Meridia-MedRev.pdf","1900-01-01 00:00:00",
52194,18,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020632s021_sibutramine_Meridia-ClinPharmRev.pdf","1900-01-01 00:00:00",
52195,18,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20632s021_SIBUTRAMINE HCL MONOHYDRATE_Clinical_Pharm_BPCA.pdf","1900-01-01 00:00:00",
52196,17,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020632s021_sibutramine_Meridia-StatsRev.pdf","1900-01-01 00:00:00",
52197,17,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020632s021_sibutramine_Meridia-StatsRev_amend.pdf","1900-01-01 00:00:00",
52198,23,20632,"SUPPL",21,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020632_sibutramine_Merdia_WR_orig.pdf","1900-01-01 00:00:00",
2919,1,20632,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020632s024ltr.pdf","2005-08-03 00:00:00",
34993,2,20632,"SUPPL",24,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020632s024lbl.pdf","2005-08-03 00:00:00",
2920,1,20632,"SUPPL",26,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020632s026ltr.pdf","2006-09-18 00:00:00",
34994,2,20632,"SUPPL",26,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020632s026lbl.pdf","2006-08-29 00:00:00",
2921,1,20632,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020632s030, 020381s032ltr.pdf","2008-05-30 00:00:00",
25360,1,20632,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020632s031ltr.pdf","2008-12-30 00:00:00",
34995,2,20632,"SUPPL",31,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020632s031lbl.pdf","2009-01-02 00:00:00",
12875,2,20632,"SUPPL",32,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020632s032lbl.pdf","2009-05-11 00:00:00",
25361,1,20632,"SUPPL",32,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020632s032ltr.pdf","2009-05-06 00:00:00",
25362,1,20632,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020632s034,s035ltr.pdf","2010-08-10 00:00:00",
34996,2,20632,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035lbl.pdf","2010-08-10 00:00:00",
43656,8,20632,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf","2010-08-10 00:00:00",
23170,8,20632,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035MedGuide.pdf","2010-08-10 00:00:00",
25363,1,20632,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020632s034,s035ltr.pdf","2010-08-10 00:00:00",
34997,2,20632,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020632s034s035lbl.pdf","2010-08-10 00:00:00",
41499,3,20634,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020634_levaquin_toc.cfm","2007-04-24 00:00:00",
2922,1,20634,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_appltr.pdf","1998-12-17 00:00:00",
20780,3,20634,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04.cfm","1999-07-02 00:00:00",
34998,2,20634,"SUPPL",4,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P1.pdf","2004-06-08 00:00:00",
44455,14,20634,"SUPPL",4,"Label Pt. 2","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P2.pdf","2004-06-08 00:00:00",
2923,1,20634,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF","2000-02-02 00:00:00",
20781,3,20634,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634s008s009_20-635s007s008_Levaquin.cfm","2004-09-09 00:00:00",
2924,1,20634,"SUPPL",9,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF","2000-02-02 00:00:00",
41500,3,20634,"SUPPL",9,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634s008s009_20-635s007s008_Levaquin.cfm","2004-09-09 00:00:00",
12876,2,20634,"SUPPL",12,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20634S13lbl.pdf","2000-09-08 00:00:00",
25364,1,20634,"SUPPL",12,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S10ltr.pdf","2000-09-08 00:00:00",
2925,1,20634,"SUPPL",13,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S10ltr.pdf","2000-09-08 00:00:00",
34999,2,20634,"SUPPL",13,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20634S13lbl.pdf","2000-09-08 00:00:00",
20782,3,20634,"SUPPL",15,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-634s015s021s022_020635s012s019s020_LevaquinTOC.cfm","2005-06-27 00:00:00",
25365,1,20634,"SUPPL",15,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20634s15s21s22ltr.pdf","2001-12-18 00:00:00",
35000,2,20634,"SUPPL",15,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20634s15s21s22lbl.pdf","2001-12-18 00:00:00",
20783,3,20634,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-634s015s021s022_020635s012s019s020_LevaquinTOC.cfm","2005-06-27 00:00:00",
25366,1,20634,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20634s15s21s22ltr.pdf","2001-12-18 00:00:00",
35001,2,20634,"SUPPL",21,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20634s15s21s22lbl.pdf","2001-12-18 00:00:00",
2926,1,20634,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20634s15s21s22ltr.pdf","2001-12-18 00:00:00",
12877,2,20634,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20634s15s21s22lbl.pdf","2001-12-18 00:00:00",
41501,3,20634,"SUPPL",22,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-634s015s021s022_020635s012s019s020_LevaquinTOC.cfm","2005-06-27 00:00:00",
25367,1,20634,"SUPPL",25,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20634se1-025,20635se1-022ltr.pdf","2002-10-30 00:00:00",
2927,1,20634,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20634se1-027,20635se1-026ltr.pdf","2003-06-08 00:00:00",
35002,2,20634,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20634se1-027,20635se1-026_levaquin_lbl.pdf","2003-06-08 00:00:00",
41502,3,20634,"SUPPL",27,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020634_S027_LEVAQUIN.pdf","2008-08-01 00:00:00",
2928,1,20634,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20634se2-028,20635se2-027ltr.pdf","2003-12-04 00:00:00",
20784,3,20634,"SUPPL",28,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020634_S028_LEVAQUIN.pdf","2008-08-01 00:00:00",
25368,1,20634,"SUPPL",29,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634slr029,20635slr029ltr.pdf","2004-03-10 00:00:00",
35003,2,20634,"SUPPL",29,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634slr029,20635slr029_levaquin_lbl.pdf","2004-04-05 00:00:00",
35004,2,20634,"SUPPL",30,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s030,20635s030lbl.pdf","2004-07-21 00:00:00",
25369,1,20634,"SUPPL",33,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s033,034,20635s033,034ltr.pdf","2004-09-15 00:00:00",
35005,2,20634,"SUPPL",33,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s033,034,20635s033,034lbl.pdf","2004-09-15 00:00:00",
41503,3,20634,"SUPPL",33,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/020634_S033_Levaquin.pdf","2009-09-17 00:00:00",
2929,1,20634,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s033,034,20635s033,034ltr.pdf","2004-09-15 00:00:00",
12878,2,20634,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s033,034,20635s033,034lbl.pdf","2004-09-15 00:00:00",
41504,3,20634,"SUPPL",34,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/020634_S034_Levaquin.pdf","2009-09-17 00:00:00",
2930,1,20634,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s035,20635s035,21721s003ltr.pdf","2004-12-02 00:00:00",
35006,2,20634,"SUPPL",35,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s035,20635s035,21721s003lbl.pdf","2004-12-03 00:00:00",
2931,1,20634,"SUPPL",36,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20635s037,20634s036ltr.pdf","2004-11-08 00:00:00",
35007,2,20634,"SUPPL",36,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20635s037,20634s036lbl.pdf","2004-11-08 00:00:00",
25370,1,20634,"SUPPL",37,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020634s037,020635s038,021721s002ltr.pdf","2005-08-08 00:00:00",
35008,2,20634,"SUPPL",37,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020634s037,020635s038,021721s002lbl.pdf","2005-08-08 00:00:00",
35009,2,20634,"SUPPL",39,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020634s039,020635s042,021721s006lbl.pdf","2006-01-27 00:00:00",
25371,1,20634,"SUPPL",40,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020634s040,020635s043,021721s007LTR.pdf","2006-06-28 00:00:00",
35010,2,20634,"SUPPL",40,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020634s040,020635s043,021721s007lbl.pdf","2006-06-28 00:00:00",
12879,2,20634,"SUPPL",41,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s041,020635s044,021721s009lbl.pdf","2007-09-19 00:00:00",
25372,1,20634,"SUPPL",41,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s041,020635s044,021721s009ltr.pdf","2007-09-25 00:00:00",
2932,1,20634,"SUPPL",42,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s042,020635s045,021721s010ltr.pdf","2007-06-04 00:00:00",
12880,2,20634,"SUPPL",42,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s042,020635s045,021721s010lbl.pdf","2007-06-04 00:00:00",
12881,2,20634,"SUPPL",43,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s043,020635s046,021721s011lbl.pdf","2007-09-19 00:00:00",
25373,1,20634,"SUPPL",43,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s043,020635s046,021721s011ltr.pdf","2007-09-25 00:00:00",
52008,23,20634,"SUPPL",43,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020634, 020635, 021721_levofloxacin_orig_5-16-06.pdf","1900-01-01 00:00:00",
52009,25,20634,"SUPPL",43,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020634, 020635, 021721_levofloxacin_amend_6-16-06.pdf","1900-01-01 00:00:00",
52014,18,20634,"SUPPL",43,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020634s043, 020635s046, 021721s011_levofloxacin_Levaquin_ClinPharmRev2.pdf","1900-01-01 00:00:00",
52017,17,20634,"SUPPL",43,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/020634s043, 020635s046, 021721s011_levofloxacin_Levaquin-StatRev.pdf","1900-01-01 00:00:00",
52954,20,20634,"SUPPL",43,"0","https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/20634 levofloxacin clinical PREA.pdf","1900-01-01 00:00:00",
2933,1,20634,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s044,020635s047,021721s012ltr.pdf","2007-05-16 00:00:00",
35011,2,20634,"SUPPL",44,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s044,020635s047,021721s012lbl.pdf","2007-05-16 00:00:00",
2934,1,20634,"SUPPL",45,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s045, 020635s048, 021721s013ltr.pdf","2007-07-05 00:00:00",
12882,2,20634,"SUPPL",45,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s045,020635s048,021721s031lbl.pdf","2007-06-27 00:00:00",
24177,21,20634,"SUPPL",47,"0","http://www.accessdata.fda.gov/drugsatfda_docs/summary_review/2008/020634se5-047,020635se5-051,021721se5-015_SUMR.pdf","2008-07-16 00:00:00",
25374,1,20634,"SUPPL",47,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020634se5-047020635se5-051021721se5-015ltr.pdf","2008-05-08 00:00:00",
2935,1,20634,"SUPPL",48,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s048,020635s052,021721s016ltr.pdf","2007-11-19 00:00:00",
35012,2,20634,"SUPPL",48,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s048,020635s052,021721s016lbl.pdf","2007-11-19 00:00:00",
2936,1,20634,"SUPPL",49,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s049,020635s053,021721s017ltr.pdf","2007-11-19 00:00:00",
12883,2,20634,"SUPPL",49,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s049,020635s053,021721s017lbl.pdf","2007-11-19 00:00:00",
2937,1,20634,"SUPPL",50,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020634s050, 020635s054, 021721s018ltr.pdf","2008-01-09 00:00:00",
12884,2,20634,"SUPPL",50,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020634s050,020635s054,021721s018lbl.pdf","2007-12-14 00:00:00",
12885,2,20634,"SUPPL",51,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020634s051,020635s055,021721s019lbl.pdf","2008-06-05 00:00:00",
25375,1,20634,"SUPPL",51,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020634s051, 020635s055, 021721s019ltr.pdf","2008-04-18 00:00:00",
25376,1,20634,"SUPPL",52,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020634s052, 020635s057,021721s020ltr .pdf","2008-10-07 00:00:00",
35013,2,20634,"SUPPL",52,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021721s020_020635s57_020634s52_lbl.pdf","2008-10-08 00:00:00",
2938,1,20634,"SUPPL",53,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020634s053,020635s058,021721s021lt.pdf","2009-05-05 00:00:00",
35014,2,20634,"SUPPL",53,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020634s053,020635s058, 021721s021lbl.pdf","2009-05-11 00:00:00",
25377,1,20634,"SUPPL",54,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020634s054,020635s059,021721s022ltr.pdf","2009-03-13 00:00:00",
2939,1,20634,"SUPPL",58,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020634s058,020635s064,021721s025ltr.pdf","2011-03-03 00:00:00",
12886,2,20634,"SUPPL",58,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020634s058,020635s064,021721s025lbl.pdf","2011-03-04 00:00:00",
25378,1,20634,"SUPPL",59,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020634s059,020635s065,021721s026ltr.pdf","2011-06-14 00:00:00",
35015,2,20634,"SUPPL",59,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020634s059,020635s065,021721s026lbl.pdf","2011-06-14 00:00:00",
25379,1,20634,"SUPPL",61,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020634s061,020635s067,021721s028ltr.pdf","2012-05-01 00:00:00",
35016,2,20634,"SUPPL",61,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020634s061,020635s067,021721s028lbl.pdf","2012-04-30 00:00:00",
41505,3,20634,"SUPPL",61,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/020634Orig1s061, 020635Orig1s067, 021721Orig1s028TOC.cfm","2015-03-11 00:00:00",
2940,1,20634,"SUPPL",62,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020634s062,s064,020635s068,s070,021721s029,s031ltr.pdf","2011-10-13 00:00:00",
12887,2,20634,"SUPPL",62,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020634s062s064,020635s068s070,021721s029s031lbl.pdf","2011-10-12 00:00:00",
41506,3,20634,"SUPPL",62,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/020634Orig1s062s064.pdf","2012-06-22 00:00:00",
12888,2,20634,"SUPPL",64,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020634s062s064,020635s068s070,021721s029s031lbl.pdf","2011-10-12 00:00:00",
25380,1,20634,"SUPPL",64,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020634s062,s064,020635s068,s070,021721s029,s031ltr.pdf","2011-10-13 00:00:00",
41507,3,20634,"SUPPL",64,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/020634Orig1s062s064.pdf","2012-06-22 00:00:00",
12889,2,20634,"SUPPL",65,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020634s065,020635s071,021721s032lbl.pdf","2013-08-15 00:00:00",
25381,1,20634,"SUPPL",65,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/020634Orig1s065,020635Orig1s071,021721Orig1s032ltr_replace.pdf","2013-08-16 00:00:00",
25382,1,20634,"SUPPL",66,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/020634Orig1s066,020635Orig1s072,021721Orig1s033ltr.pdf","2014-05-28 00:00:00",
35017,2,20634,"SUPPL",66,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/020634s066,020635s072,021721s033lbl.pdf","2014-05-28 00:00:00",
12890,2,20634,"SUPPL",67,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020634s067,020635s073,021721s034lbl.pdf","2016-07-26 00:00:00",
25383,1,20634,"SUPPL",67,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/020634s067_020635s073_021721Orig1s034ltr.pdf","2016-07-26 00:00:00",
47149,1,20634,"SUPPL",68,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2017/020634Orig1s068,020635Orig1s074,021721Orig1s035ltr.pdf","2017-02-09 00:00:00",
47163,2,20634,"SUPPL",68,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020634s068,020635s074,021721s035lbl.pdf","2017-02-10 00:00:00",
54740,2,20634,"SUPPL",69,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020634s069lbl.pdf","2018-07-03 00:00:00",
54741,8,20634,"SUPPL",69,"0","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020634s069lbl.pdf#page=51","2018-07-03 00:00:00",
54820,1,20634,"SUPPL",69,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2018/020634Orig1s069ltr.pdf","2018-07-06 00:00:00",
20785,3,20635,"ORIG",1,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020635ap.pdf","1997-12-11 00:00:00",
23172,8,20635,"ORIG",1,"0","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088619.pdf","2009-11-19 00:00:00",
2941,1,20635,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_appltr.pdf","1998-12-17 00:00:00",
20786,3,20635,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04.cfm","1999-07-02 00:00:00",
35018,2,20635,"SUPPL",3,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P1.pdf","2004-06-08 00:00:00",
20787,3,20635,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634s008s009_20-635s007s008_Levaquin.cfm","2004-09-09 00:00:00",
25384,1,20635,"SUPPL",7,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF","2000-02-02 00:00:00",
41508,3,20635,"SUPPL",8,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634s008s009_20-635s007s008_Levaquin.cfm","2004-09-09 00:00:00",
12891,2,20635,"SUPPL",10,"0","http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20634S13lbl.pdf","2000-09-08 00:00:00",
25385,1,20635,"SUPPL",10,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S10ltr.pdf","2000-09-08 00:00:00",
20788,3,20635,"SUPPL",12,"0","http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-634s015s021s022_020635s012s019s020_LevaquinTOC.cfm","2005-06-27 00:00:00",
25386,1,20635,"SUPPL",12,"0","http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20634s15s21s22ltr.pdf","2001-12-18 00:00:00",
